#TYPE	INDEX	FIELD	SOURCE	TARGET
NPC	174	Name	Merchant_Cindy	商人辛迪
NPC	176	Name	Merchant_Peggy	商人佩吉
NPC	177	Name	Blacksmith_Carlos	铁匠卡洛斯
NPC	189	Name	Merchant_Grace	商人格蕾丝
NPC	190	Name	Merchant_Emily	商人艾米莉
NPC	191	Name	Merchant_Susan	商人苏珊
NPC	192	Name	Merchant_Keith	商人基思
NPC	193	Name	Merchant_Bart	商人巴特
NPC	194	Name	OldFisherman_Frank	老渔夫弗兰克
NPC	195	Name	Merchant_Sandford	商人桑福德
NPC	196	Name	Specialist_Kurtis	专家柯蒂斯
NPC	197	Name	Warehouse_Heather	仓库管理员希瑟
NPC	198	Name	BichonInspector_Anthony	比奇巡查员安东尼
NPC	200	Name	Sailor_Raymond	水手雷蒙德
NPC	201	Name	Inspector_Peter	巡查员彼得
NPC	203	Name	CraftsLady_Kimberly	工匠金伯莉
NPC	204	Name	TrustMerchant_Joseph	委托商人约瑟夫
NPC	207	Name	VillageChief_Andrew	村长安德鲁
NPC	210	Name	Merchant_James	商人詹姆斯
NPC	211	Name	Merchant_Dustin	商人达斯汀
NPC	212	Name	Merchant_Jack	商人杰克
NPC	213	Name	Merchant_Harvey	商人哈维
NPC	214	Name	Merchant_Gordon	商人戈登
NPC	215	Name	Warehouse_Stanislav	仓库管理员斯坦尼斯拉夫
NPC	216	Name	CraftsLady_Christine	工匠克里斯蒂娜
NPC	217	Name	TrustMerchant_Terry	委托商人特里
NPC	219	Name	LeftEscort_Carl	左护卫卡尔
NPC	220	Name	RightEscort_Martin	右护卫马丁
NPC	224	Name	Merchant_Yang	商人杨
NPC	228	Name	Merchant_Paddy	商人帕迪
