#TYPE	INDEX	FIELD	SOURCE	TARGET
NPC	50	Name	Merchant_Anne	商人安妮
NPC	51	Name	Challange_OldMan	挑战老人
NPC	56	Name	Master_Joffrey	乔佛里大师
NPC	57	Name	Assistant_Julie	助手朱莉
NPC	58	Name	PetMaster_Andy	宠物大师安迪
NPC	59	Name	Merchant_Glenn	商人格伦
NPC	60	Name	Premium_Elijah	特权管理员以利亚
NPC	61	Name	Emperor_Far	法尔皇帝
NPC	62	Name	Commander_Luke	指挥官卢克
NPC	63	Name	Storage_Jake	仓库管理员杰克
NPC	64	Name	StrangeMan	神秘人
NPC	65	Name	WickedTrader_James	黑心商人詹姆斯
NPC	69	Name	Merchant_Jang	商人张
NPC	72	Name	Merchant_Julia	商人朱莉娅
NPC	76	Name	InnKeeper_Helen	旅店老板海伦
NPC	77	Name	Merchant_Belina	商人贝琳娜
NPC	78	Name	Merchant_Satin	商人萨廷
NPC	79	Name	Merchant_Derby	商人德比
NPC	81	Name	Merchant_Monica	商人莫妮卡
NPC	82	Name	Merchant_Murray	商人默里
NPC	83	Name	Specialist_Kimberly	专家金伯莉
NPC	84	Name	Merchant_Gerald	商人杰拉尔德
NPC	85	Name	Blacksmith_Wayne	铁匠韦恩
NPC	86	Name	Teleport_Denzel	传送员丹泽尔
NPC	87	Name	CraftsLady_Jane	工匠简
NPC	88	Name	TrustMerchant_Patrick	委托商人帕特里克
NPC	90	Name	Merchant_Jerry	商人杰瑞
NPC	91	Name	Merchant_Ken	商人肯
NPC	94	Name	Specialist_Eugene	专家尤金
NPC	95	Name	Librarian_Huxley	图书管理员赫胥黎
