ItemCandidate	1	Name	SpiritBlade
ItemCandidate	2	Name	SpiritBlade1
ItemCandidate	3	Name	SpiritBlade2
ItemCandidate	4	Name	SpiritBlade3
ItemCandidate	5	Name	SpiritBlade4
ItemCandidate	6	Name	SpiritBlade5
ItemCandidate	7	Name	SpiritHelmet
ItemCandidate	8	Name	SpiritNecklace
ItemCandidate	9	Name	SpiritBracelet
ItemCandidate	10	Name	SpiritRing
ItemCandidate	11	Name	RecallHelmet
ItemCandidate	12	Name	RecallNecklace
ItemCandidate	13	Name	RecallBracelet
ItemCandidate	14	Name	RecallRing
ItemCandidate	15	Name	RedOrchidNecklace
ItemCandidate	16	Name	RedOrchidBracelet
ItemCandidate	17	Name	RedOrchidRing
ItemCandidate	18	Name	RedFlowerNecklace
ItemCandidate	19	Name	RedFlowerBracelet
ItemCandidate	20	Name	RedFlowerRing
ItemCandidate	21	Name	SmashPendulum
ItemCandidate	22	Name	SmashWheel
ItemCandidate	23	Name	SmashRing
ItemCandidate	24	Name	HwanDevilNecklace
ItemCandidate	25	Name	HwanDevilBracelet
ItemCandidate	26	Name	HwanDevilRing
ItemCandidate	27	Name	PurityNecklace
ItemCandidate	28	Name	PurityBracelet
ItemCandidate	29	Name	PurityRing
ItemCandidate	30	Name	FiveStringNecklace
ItemCandidate	31	Name	FiveStringBracelet
ItemCandidate	32	Name	FiveStringRing
ItemCandidate	33	Name	MundaneGlove
ItemCandidate	34	Name	MundaneRing
ItemCandidate	35	Name	NokChiWheel
ItemCandidate	36	Name	NokChiRing
ItemCandidate	37	Name	TaoProtectBracelet
ItemCandidate	38	Name	TaoProtectRing
ItemCandidate	39	Name	MirSword
ItemCandidate	40	Name	MirSword1
ItemCandidate	41	Name	MirSword2
ItemCandidate	42	Name	MirSword3
ItemCandidate	43	Name	MirSword4
ItemCandidate	44	Name	MirSword5
ItemCandidate	45	Name	MirArmour(M)
ItemCandidate	46	Name	MirArmour(M)1
ItemCandidate	47	Name	MirArmour(M)2
ItemCandidate	48	Name	MirArmour(M)3
ItemCandidate	49	Name	MirArmour(M)4
ItemCandidate	50	Name	MirArmour(M)5
ItemCandidate	51	Name	MirArmour(F)
ItemCandidate	52	Name	MirArmour(F)1
ItemCandidate	53	Name	MirArmour(F)2
ItemCandidate	54	Name	MirArmour(F)3
ItemCandidate	55	Name	MirArmour(F)4
ItemCandidate	56	Name	MirArmour(F)5
ItemCandidate	57	Name	MirHelmet
ItemCandidate	58	Name	MirHelmet1
ItemCandidate	59	Name	MirHelmet2
ItemCandidate	60	Name	MirHelmet3
ItemCandidate	61	Name	MirHelmet4
ItemCandidate	62	Name	MirHelmet5
ItemCandidate	63	Name	MirNecklace
ItemCandidate	64	Name	MirNecklace1
ItemCandidate	65	Name	MirNecklace2
ItemCandidate	66	Name	MirNecklace3
ItemCandidate	67	Name	MirNecklace4
ItemCandidate	68	Name	MirNecklace5
ItemCandidate	69	Name	MirWheel
ItemCandidate	70	Name	MirWheel1
ItemCandidate	71	Name	MirWheel2
ItemCandidate	72	Name	MirWheel3
ItemCandidate	73	Name	MirWheel4
ItemCandidate	74	Name	MirWheel5
ItemCandidate	75	Name	MirRing
ItemCandidate	76	Name	MirRing1
ItemCandidate	77	Name	MirRing2
ItemCandidate	78	Name	MirRing3
ItemCandidate	79	Name	MirRing4
ItemCandidate	80	Name	MirRing5
ItemCandidate	81	Name	MirBelt
ItemCandidate	82	Name	MirBoots
ItemCandidate	83	Name	BoneDecapitator
ItemCandidate	84	Name	BoneRobe(M)
ItemCandidate	85	Name	BoneRobe(F)
ItemCandidate	86	Name	BoneHood
ItemCandidate	87	Name	BugNecklace
ItemCandidate	88	Name	BugBracelet
ItemCandidate	89	Name	BugRing
ItemCandidate	90	Name	WhiteGoldBelt
ItemCandidate	91	Name	WhiteGoldShoes
ItemCandidate	92	Name	WhiteGoldNecklace
ItemCandidate	93	Name	WhiteGoldBracelet
ItemCandidate	94	Name	WhiteGoldRing
ItemCandidate	95	Name	WhiteGoldBelt(H)
ItemCandidate	96	Name	WhiteGoldShoes(H)
ItemCandidate	97	Name	WhiteGoldNecklace(H)
ItemCandidate	98	Name	WhiteGoldBracelet(H)
ItemCandidate	99	Name	WhiteGoldRing(H)
ItemCandidate	100	Name	RedJadeBelt
ItemCandidate	101	Name	RedJadeShoes
ItemCandidate	102	Name	RedJadeNecklace
ItemCandidate	103	Name	RedJadeBracelet
ItemCandidate	104	Name	RedJadeRing
ItemCandidate	105	Name	RedJadeBelt(H)
ItemCandidate	106	Name	RedJadeShoes(H)
ItemCandidate	107	Name	RedJadeNecklace(H)
ItemCandidate	108	Name	RedJadeBracelet(H)
ItemCandidate	109	Name	RedJadeRing(H)
ItemCandidate	110	Name	NephriteBelt
ItemCandidate	111	Name	NephriteShoes
ItemCandidate	112	Name	NephriteNecklace
ItemCandidate	113	Name	NephriteBracelet
ItemCandidate	114	Name	NephriteRing
ItemCandidate	115	Name	NephriteBelt(H)
ItemCandidate	116	Name	NephriteShoes(H)
ItemCandidate	117	Name	NephriteNecklace(H)
ItemCandidate	118	Name	NephriteBracelet(H)
ItemCandidate	119	Name	NephriteRing(H)
ItemCandidate	120	Name	MysteryHelmet
ItemCandidate	121	Name	MysteryWheel
ItemCandidate	122	Name	MysteryCircle
ItemCandidate	123	Name	MysteryWater
ItemCandidate	124	Name	BootsOfStrength1
ItemCandidate	125	Name	BeltOfStrength1
ItemCandidate	126	Name	BootsOfStrength2
ItemCandidate	127	Name	BeltOfStrength2
ItemCandidate	128	Name	BootsOfStrength3
ItemCandidate	129	Name	BeltOfStrength3
ItemCandidate	130	Name	BootsOfStrength4
ItemCandidate	131	Name	BeltOfStrength4
ItemCandidate	132	Name	BootsOfStrength5
ItemCandidate	133	Name	BeltOfStrength5
ItemCandidate	134	Name	TarragonHelmet
ItemCandidate	135	Name	TarragonBoots
ItemCandidate	136	Name	TarragonBracelet
ItemCandidate	137	Name	TarragonRing
ItemCandidate	138	Name	TarragonBelt
ItemCandidate	139	Name	TarragonNecklace
ItemCandidate	140	Name	TarragonArmour(M)
ItemCandidate	141	Name	TarragonArmour(M)1
ItemCandidate	142	Name	TarragonArmour(M)2
ItemCandidate	143	Name	TarragonArmour(M)3
ItemCandidate	144	Name	TarragonArmour(M)4
ItemCandidate	145	Name	TarragonArmour(M)5
ItemCandidate	146	Name	TarragonArmour(F)
ItemCandidate	147	Name	TarragonArmour(F)1
ItemCandidate	148	Name	TarragonArmour(F)2
ItemCandidate	149	Name	TarragonArmour(F)3
ItemCandidate	150	Name	TarragonArmour(F)4
ItemCandidate	151	Name	TarragonArmour(F)5
ItemCandidate	152	Name	RaidersArmour(M)
ItemCandidate	153	Name	RaidersArmour(M)1
ItemCandidate	154	Name	RaidersArmour(M)2
ItemCandidate	155	Name	RaidersArmour(M)3
ItemCandidate	156	Name	RaidersArmour(M)4
ItemCandidate	157	Name	RaidersArmour(M)5
ItemCandidate	158	Name	RaidersArmour(F)
ItemCandidate	159	Name	RaidersArmour(F)1
ItemCandidate	160	Name	RaidersArmour(F)2
ItemCandidate	161	Name	RaidersArmour(F)3
ItemCandidate	162	Name	RaidersArmour(F)4
ItemCandidate	163	Name	RaidersArmour(F)5
ItemCandidate	164	Name	RaidersHelmet
ItemCandidate	165	Name	RaidersHelmet1
ItemCandidate	166	Name	RaidersHelmet2
ItemCandidate	167	Name	RaidersHelmet3
ItemCandidate	168	Name	RaidersHelmet4
ItemCandidate	169	Name	RaidersHelmet5
ItemCandidate	170	Name	RaidersGlove
ItemCandidate	171	Name	RaidersGlove1
ItemCandidate	172	Name	RaidersGlove2
ItemCandidate	173	Name	RaidersGlove3
ItemCandidate	174	Name	RaidersGlove4
ItemCandidate	175	Name	RaidersGlove5
ItemCandidate	176	Name	RaidersBoots
ItemCandidate	177	Name	RaidersBoots1
ItemCandidate	178	Name	RaidersBoots2
ItemCandidate	179	Name	RaidersBoots3
ItemCandidate	180	Name	RaidersBoots4
ItemCandidate	181	Name	RaidersBoots5
ItemCandidate	182	Name	NecklaceOfAgony
ItemCandidate	183	Name	NecklaceOfAgony1
ItemCandidate	184	Name	NecklaceOfAgony2
ItemCandidate	185	Name	NecklaceOfAgony3
ItemCandidate	186	Name	NecklaceOfAgony4
ItemCandidate	187	Name	NecklaceOfAgony5
ItemCandidate	188	Name	RingOfAgony
ItemCandidate	189	Name	RingOfAgony1
ItemCandidate	190	Name	RingOfAgony2
ItemCandidate	191	Name	RingOfAgony3
ItemCandidate	192	Name	RingOfAgony4
ItemCandidate	193	Name	RingOfAgony5
ItemCandidate	194	Name	BraceletOfAgony
ItemCandidate	195	Name	BraceletOfAgony1
ItemCandidate	196	Name	BraceletOfAgony2
ItemCandidate	197	Name	BraceletOfAgony3
ItemCandidate	198	Name	BraceletOfAgony4
ItemCandidate	199	Name	BraceletOfAgony5
ItemCandidate	200	Name	SparklingHelmet
ItemCandidate	201	Name	SparklingBelt
ItemCandidate	202	Name	SparklingBoots
ItemCandidate	203	Name	HelmetOfDarkness
ItemCandidate	204	Name	BeltOfDarkness
ItemCandidate	205	Name	BootsOfDarkness
ItemCandidate	206	Name	CheongboHelmet(WAR)
ItemCandidate	207	Name	CheongboBelt(WAR)
ItemCandidate	208	Name	CheongboBoots(WAR)
ItemCandidate	209	Name	CheongboHelmet(WIZ)
ItemCandidate	210	Name	CheongboBelt(WIZ)
ItemCandidate	211	Name	CheongboBoots(WIZ)
ItemCandidate	212	Name	CheongboHelmet(TAO)
ItemCandidate	213	Name	CheongboBelt(TAO)
ItemCandidate	214	Name	CheongboBoots(TAO)
ItemCandidate	215	Name	CheongboHelmet(ASSA)
ItemCandidate	216	Name	CheongboBelt(ASSA)
ItemCandidate	217	Name	CheongboBoots(ASSA)
ItemCandidate	218	Name	CheongboHelmet(ARCH)
ItemCandidate	219	Name	CheongboBelt(ARCH)
