#TYPE	INDEX	FIELD	SOURCE	TARGET
NPC	96	Name	Warehouse_Hubert	仓库管理员休伯特
NPC	113	Name	MaterialDealer_Alex	材料商亚历克斯
NPC	115	Name	Teleport_Sigmund	传送员西格蒙德
NPC	123	Name	Merchant_Cook	商人库克
NPC	124	Name	Merchant_Carratt	商人卡拉特
NPC	125	Name	Warehouse_Clair	仓库管理员克莱尔
NPC	130	Name	InnKeeper_Nicole	旅店老板妮可
NPC	131	Name	Transport_Chandler	运输员钱德勒
NPC	136	Name	CraftsLady_Victoria	工匠维多利亚
NPC	142	Name	InnKeeper_Jessica	旅店老板杰西卡
NPC	144	Name	Merchant_Rupert	商人鲁珀特
NPC	147	Name	Merchant_Walter	商人沃尔特
NPC	149	Name	TrustMerchant_Jake	委托商人杰克
NPC	151	Name	InnKeeper_Ruben	旅店老板鲁本
NPC	152	Name	Merchant_Jennifer	商人詹妮弗
NPC	153	Name	Merchant_Laura	商人劳拉
NPC	154	Name	Merchant_Michelle	商人米歇尔
NPC	155	Name	Merchant_Tiffany	商人蒂芙尼
NPC	156	Name	Merchant_Kelly	商人凯莉
NPC	158	Name	Merchant_Bruce	商人布鲁斯
NPC	159	Name	Merchant_Raymond	商人雷蒙德
NPC	160	Name	Lottery_Charley	彩票商查理
NPC	165	Name	Merchant_Milton	商人米尔顿
NPC	167	Name	Blacksmith_Dean	铁匠迪恩
NPC	168	Name	Merchant_Bill	商人比尔
NPC	169	Name	Merchant_Sandra	商人桑德拉
NPC	170	Name	Merchant_Debora	商人黛博拉
NPC	171	Name	Specialist_Milton	专家米尔顿
NPC	172	Name	Merchant_Harry	商人哈里
NPC	173	Name	InnKeeper_Vicky	旅店老板维姬
